Preprocessing Stage 1: StringIndexer,Preprocessing Stage 2: OneHotEncoder,Preprocessing Stage 3: StringIndexer,Preprocessing Stage 4: OneHotEncoder,Preprocessing Stage 5: VectorAssembler,Preprocessing Stage 6: StandardScaler,Preprocessing Stage 7: VectorAssembler,CrossValidator,Total Time
1.8660201679999773,0.049889207999967766,0.2382099169999492,0.027326959000220086,0.02561029199978293,0.8823108749998028,0.015138833999571943,28.37066963799998,31.475175890999253
1.0174907509999684,0.014829375000317668,1.5696482930002276,0.011380417000054877,0.007438292000188085,0.691922875000273,0.0076164580000295246,24.738419552999858,28.058746014000917
1.5522854589999042,0.015096959000402421,1.5222431669999423,0.013468624999859458,0.006986291999965033,0.4955725419999908,0.00680504199999632,24.9699380940001,28.58239618000016
0.5660219169999436,0.014523957999699633,0.18135641699973348,0.014143832999707229,0.006900542000039422,1.6862700420001602,0.006714500000271073,24.869244595000055,27.34517580399961
0.5829228339998735,0.01331620800010569,1.5304712089996428,0.013771583000107057,0.005990167000163638,0.491228000999854,0.0067486660000213305,25.847184636000293,28.49163330400006
0.5392837500003225,0.012595208000220737,0.1728786669996225,0.013305624999702559,0.00617462499985777,1.7175783339998816,0.006507166000119469,25.81894459499972,28.287267969999448
1.5333458759996574,0.01418745899991336,1.018738249999842,0.01242129100000966,0.0062803340001664765,0.7218418339998607,0.006565167000189831,23.712431886000104,27.025812096999744
1.0001306670001213,0.011917041999822686,1.552370375999999,0.013116540999817516,0.00556445900019753,0.5294823750000432,0.007491082999877108,24.34207334499979,27.462145887999668
1.004304501000206,0.012337500000285218,1.552117583999916,0.012036624999836931,0.005527667000023939,0.5147816250000687,0.006537082999784616,24.418521761000193,27.526164346000314
0.5469295420002709,0.012156958000105078,0.17088074999992386,0.01251174999970317,0.005715457999940554,0.4615702920000331,0.00709779199996774,26.84257926300006,28.059441805000006
1.0183694170000308,0.011832083000172133,1.539094458999898,0.01067870800034143,0.005089916000088124,0.5043834170000991,0.006407832999684615,24.01069626000026,27.106552093000573
0.5485334170002716,0.012952999999924941,1.5439144169999963,0.012216542000260233,0.006334582999897975,0.4591682079999373,0.007333999999900698,25.174996137000107,27.765450304000296
1.5352650009999707,0.013932584000031056,0.18235520799998994,0.013443958000152634,0.00645733300007123,0.698010417000205,0.006592416999865236,25.200271927999893,27.65632884600018
1.0100510420002138,0.012645709000025818,0.5431212090002191,0.01245962499979214,0.006663791999926616,0.47831083300025057,0.005819709000206785,25.203028302999883,27.272100222000518
0.5463386249998621,0.012086416999864014,0.17383941699972638,0.013235207999969134,0.006539542000155052,0.4751003340002171,0.006588665999970544,26.712215512000057,27.94594372099982
1.555066875999728,0.012518749999799184,0.23299066700019466,0.014610000000175205,0.007078374999764492,0.6850447920000988,0.006446584000059374,25.303379595000024,27.817135638999844
1.5565155849999428,0.011585834000015893,1.566032083999744,0.012370874999760417,0.005575166000198806,0.5183455420001337,0.0060692920001201855,24.320712928000376,27.99720730600029
1.5479985010001656,0.011884458999702474,0.5531141259998549,0.01158083300015278,0.006053208999674098,0.5459744160002629,0.005012292000174057,24.64059130400028,27.32220914000027
1.5488688340001318,0.011823458000435494,0.5758392090001507,0.011379624999790394,0.006053083000097104,1.177524333999827,0.006667000000106782,23.992160344999775,27.330315888000314
0.53775533299995,0.02351212499979738,1.5578379179996773,0.011624708999988798,0.006313917000170477,0.460660375000316,0.006039083999894501,25.01090938599964,27.614652846999434
1.54543324999986,0.01196283300032519,0.5666557499998817,0.01222212499988018,0.005677457999809121,0.5430532919999678,0.006884040999921126,24.980454094999914,27.67234284399956
