Preprocessing Stage 1: StringIndexer,Preprocessing Stage 2: OneHotEncoder,Preprocessing Stage 3: StringIndexer,Preprocessing Stage 4: OneHotEncoder,Preprocessing Stage 5: VectorAssembler,Preprocessing Stage 6: StandardScaler,Preprocessing Stage 7: VectorAssembler,CrossValidator,Total Time
0.8994919590000006,0.04981637500000069,0.23804195900000025,0.024728124999999324,0.0214044169999994,0.6938566260000005,0.013839791999998852,24.857754470000003,26.798933723000005
0.5333163339999984,0.014838250000003939,0.18817195900000172,0.014286750000003678,0.006733499999995729,0.49320495799999975,0.007898042000000771,22.242508426,23.500958219000005
0.5522693340000018,0.013500250000006986,0.16827212500000144,0.013341041000003884,0.0064647499999921365,0.5083360840000068,0.007691082999997434,22.250916594000003,23.520791261000014
0.5034013749999957,0.01314741599999536,0.17760416699999837,0.01277495899999792,0.0066097920000061094,0.49372383400000786,0.006442958999997472,22.001619969000004,23.215324471000002
0.5458795419999944,0.012803583999996704,0.17160504199999593,0.013380499999996687,0.006699999999995043,0.47625483400000235,0.006512416999996162,22.42324576,23.656381678999978
0.5358272510000006,0.013087875000024951,0.17591212499999642,0.014752832999988641,0.006759333000019296,0.48892987599998605,0.006228832999994438,22.667650511000005,23.909148637000015
0.548842250000007,0.014129792000005637,0.16826020799999242,0.013044790999998668,0.006327583000000914,0.4569359579999741,0.006608083000003262,21.365405384999974,22.579554049999956
0.5191935420000107,0.012485792000006768,0.17497387500000627,0.013007791999996243,0.005684166999998297,0.46545558299999357,0.007648208000006207,21.329016175999982,22.527465135
0.5362900000000081,0.012557583000017303,0.17151191700000368,0.013159874999985277,0.00607212500000287,0.4557701669999972,0.006995458999995208,21.930515259999993,23.132872386000003
0.5137912919999792,0.012030250000009346,0.17074116699998854,0.012761667000006582,0.006738708000000315,0.5224668750000205,0.0067342499999938354,21.905960843000003,23.151225052
0.5206345010000177,0.014252458000044044,0.16455491700003222,0.013363583999989714,0.006098624999992808,0.4670715830000063,0.0065265420000173435,21.252502426000035,22.445004636000135
0.5274939169999584,0.013322582999990118,0.16731495800001994,0.012365041999998994,0.006244208999987677,0.4551891669999577,0.006784541999991234,21.241071509999983,22.429785927999887
0.5471331659999805,0.012171749999993153,0.1678837080000335,0.01236145799998667,0.005110832999946524,0.45333241599996654,0.006557166999982655,21.298550843000044,22.503101340999933
0.5304656669999872,0.012707250000005388,0.1660119590000022,0.012489625000000615,0.00618033299997478,0.44832150000002,0.006765957999959937,21.264402093,22.44734438499995
0.5143001669999876,0.011786416000006739,0.16943291699999463,0.0124572500000113,0.005866124999954536,0.4514180840000108,0.005085291000000325,21.741355510000005,22.91170175999997
0.5494458750000035,0.012585666000006768,0.16899316699999645,0.012569250000012744,0.005091542000002391,0.45263049999999794,0.0064055000000280415,21.325079550999988,22.532801051000035
0.518452166999964,0.011314292000008663,0.16438083299999562,0.011731916999963232,0.005513708000023598,0.4759685839999861,0.006456166000020858,21.04283384300004,22.23665151
0.5286633339999867,0.01212674999999308,0.16775587500001166,0.012276000000042586,0.0062396249999778775,0.4833864169999629,0.0065637920000085614,22.00269988399998,23.219711676999964
0.5250013750000448,0.011976333000006889,0.16512145799998734,0.012339082999972106,0.005387624999968921,0.4457590839999739,0.0066696250000291,21.241067719,22.413322301999983
0.5283487499999637,0.011762874999931228,0.16562499999997726,0.011949250000043321,0.005863083999997798,0.4785319170000548,0.006037207999952443,20.89695205199996,22.10507013599988
0.5355734170000233,0.011390957999992679,0.16901183400000264,0.01168079100000341,0.005598374999976841,0.46162841699992896,0.006021499999974367,21.135436051000056,22.336341342999958
0.5274524999999812,0.010954416999993555,0.1643340000000535,0.012296957999978986,0.005495666999991045,0.4465283749999571,0.006372708999947463,21.471908675999998,22.6453433019999
0.5043044169999575,0.011549082999977145,0.16010554100000718,0.013288041000009798,0.006706957999995211,0.4606806259999985,0.005969583000023704,21.58338563399991,22.74598988299988
0.5377914590000046,0.012834583999961069,0.1686712080000916,0.010938790999944104,0.006402874999935193,0.47258995900006084,0.0060582500000236905,21.236623175999966,22.451910301999987
0.5301862499999288,0.012714958999936243,0.17038470900001812,0.01122900000007121,0.006224416000009114,0.517160333999982,0.006172042000002875,21.204177426,22.45824913599995
0.5128105830000322,0.012432499999931679,0.16109191700002157,0.01231245899998612,0.005736917000035646,0.4454874169999812,0.005825208000032944,20.905569592999996,22.061266594000017
0.5324876249999306,0.011580083000012564,0.1672519999999622,0.012443708000091647,0.006067458000075021,0.44965924999996787,0.005991582999968159,21.15729171800001,22.34277342500002
0.5219385409999404,0.0118374579999454,0.1693217920000052,0.012233667000032256,0.005163583000012295,0.46300333399995,0.005113625000035427,21.170214635000093,22.358826635000014
0.53324966699995,0.014182750000031774,0.17865674999995917,0.012170500000024731,0.0063233329999548005,0.4467124589999685,0.006533875000059197,21.352321426000003,22.55015075999995
0.5567110839999714,0.01435216599998057,0.16452354199998354,0.012352042000088659,0.006186791999994057,0.4574147079999875,0.005968415999973331,20.85406275899993,22.07157150899991
0.5264612919999081,0.011584207999931095,0.16862362500000927,0.012104541999974572,0.005084666000016114,0.47050149999995483,0.005617874999984451,21.330023593000078,22.530001300999857
0.518073999999956,0.011760832999925697,0.1656716669999696,0.012243334000004324,0.00575629200000094,0.47200229199995647,0.0057755829999450725,21.367953884999906,22.559237885999664
0.5356842089998963,0.012080458000014005,0.1629700830000047,0.011874708000050305,0.006028291999996327,0.49039633300003516,0.0056439159999399635,21.271320677000062,22.495998676
0.5400331669999332,0.012158582999973078,0.16587841599994135,0.012238875000093685,0.005566334000036477,0.47334587500006364,0.006029833999946277,21.438669052000023,22.65392013600001
0.5255362080000623,0.012848500000018248,0.17125516699991294,0.012101749999942513,0.005826957999943261,0.46828345899996293,0.006375500000103784,21.522075635999954,22.7243031779999
0.5826406249999536,0.013411625000003369,0.16902820799998608,0.011757791000036377,0.006026417000043693,0.4654851669999971,0.0054467499999191205,21.534458674999996,22.788255257999936
0.5172834170000442,0.012625875000026099,0.18080937500008076,0.01342254199994386,0.005244166000011319,0.44771916699994563,0.006333167000093454,21.28061609300005,22.464053802000194
0.5136652499999173,0.012699208999947587,0.16635308299998997,0.011994250000043394,0.005464499999902728,0.45558425000001534,0.005762457999935577,21.490792092999982,22.662315092999734
0.5100579169999264,0.01147720799997387,0.1701615419999598,0.012145833999966271,0.005982166999956462,0.46810387499999706,0.00626887499993245,20.992684218000022,22.176881635999734
0.5297111669999595,0.013767417000053683,0.16183558300008372,0.011840000000120199,0.006083792000026733,0.45113758399998005,0.005396667000013622,21.488100092999957,22.667872303000195
0.5320779170001515,0.011352750000014566,0.17137095799989766,0.011709667000104673,0.0051914589998887095,0.4726154170000427,0.005722124999920197,21.599854968000045,22.809895261000065
0.536577626000053,0.011844584000073155,0.17316887499987388,0.010481249999884312,0.006397124999921289,0.48091041699990456,0.006385749999935797,21.43169084300007,22.657456469999715
0.5557048329999361,0.014288916999930734,0.1728095419998681,0.01182870799993907,0.006408749999991414,0.46420054200007144,0.006294415999946068,21.100738009999986,22.33227371799967
0.5190024999999423,0.011849791000031473,0.1726661669999885,0.010782207999909588,0.0058139170000686136,0.4619290410000758,0.00604050000015377,21.508867009999904,22.696951134000074
0.5434202090000326,0.01264349999996739,0.17410170899984223,0.012063583000099243,0.005859791999910158,0.45591399999989335,0.005744999999933498,21.53244651,22.74219430299968
0.528657333999945,0.011879874999976892,0.17001762499990036,0.011462040999958845,0.005820542000037676,0.45364454200012005,0.005802584000093702,21.49646692600004,22.68375146900007
0.5078771670000606,0.01300345799995739,0.16279112500001247,0.012575749999996333,0.005301707999933569,0.4539329169999746,0.006217790999926365,21.684343676000026,22.846043591999887
0.5114690840000549,0.012112291999983427,0.1591291669999464,0.011938708000116094,0.005371582999941893,0.4621002920000592,0.005928541999992376,21.82412688499994,22.992176553000036
0.5141987919998883,0.011598167000101967,0.16482266700018045,0.012050957999917955,0.005717207999850871,0.4474044999999478,0.005991332999883525,21.233939426000006,22.395723050999777
0.509845040999835,0.012468750000152795,0.16720108399999845,0.011660707999908482,0.005769624999857115,0.4782142910000857,0.005938708000030601,21.504133719000038,22.695231925999906
