Preprocessing Stage 1: StringIndexer,Preprocessing Stage 2: OneHotEncoder,Preprocessing Stage 3: StringIndexer,Preprocessing Stage 4: OneHotEncoder,Preprocessing Stage 5: VectorAssembler,Preprocessing Stage 6: StandardScaler,Preprocessing Stage 7: VectorAssembler,CrossValidator,Total Time
0.9294680430000142,0.04801608300002158,0.2419953749999877,0.019314999999977545,0.024712332999996534,0.708129208999992,0.015847915999984252,25.882580720999982,27.870064679999956
0.5582620839999777,0.013572999999951207,0.18187554200000022,0.011713958000029834,0.005844541999977082,0.47726291600002924,0.005860415999961788,23.195144470000002,24.44953692799993
0.5393438759999754,0.010614750000002005,0.2176941670000474,0.012298832999988463,0.005241000000012264,0.47441754200002606,0.004994582999984232,22.120797260000018,23.385402011000053
0.529118541999992,0.01036504100000002,0.175645209000038,0.009930625000038162,0.004789291999998113,0.4764200420000293,0.004535958000019491,22.38836205199999,23.599166761000106
0.5348352920000252,0.01238220900000897,0.17000387500002034,0.009394500000041717,0.005400500000007469,0.4732295829999771,0.004870667000034246,22.569729175999953,23.779845802000068
0.5294564590000164,0.009767874999965898,0.17160329199998614,0.010367332999976497,0.0051070410000306765,0.4565654170000357,0.0048553749999769025,21.89249701,23.080219801999988
0.5513936250000029,0.009873207999987699,0.16252583300001788,0.009575915999960216,0.004893707999997332,0.4871816259999946,0.005440292000002955,21.614266801000042,22.845151009000006
0.5508069580000097,0.010958000000016455,0.1682225840000342,0.011337875000037911,0.004877791000012621,0.47126491699998496,0.00473733300003687,21.505683801999965,22.727889260000097
0.5206820420000327,0.010835499999984677,0.1660317920000125,0.009732124999970893,0.005115208999995957,0.4496513750000304,0.004801833000044553,22.370172759000013,23.537022635000085
0.5453523760000394,0.009554290999972181,0.16450995799999646,0.009681083000032231,0.004770833000009134,0.47966108399998575,0.00470970800000714,21.465258968,22.683498301000043
0.5423485000000028,0.01036100000010265,0.16315950000000612,0.009652874999915184,0.009953582999969512,0.46052433400006976,0.005446333999998387,21.736075802000073,22.937521928000137
0.545086582999943,0.009451667000007546,0.16695408299995051,0.008629083000073479,0.004515208000043458,0.45121420899999976,0.004519458999993731,21.88800776100004,23.07837805300005
0.5490870419999965,0.011120500000060929,0.164974916999995,0.009154875000035645,0.004429749999985688,0.4567437919999975,0.0047694999999521315,21.65686738499994,22.857147760999965
0.5383591669999532,0.010874749999970845,0.16401187500002834,0.009217874999990272,0.004615292000039517,0.45713629199997285,0.0043185840000887765,21.42169413499994,22.610227969999983
0.5324815420000277,0.008799125999985336,0.16197633299998415,0.009154625000064698,0.004648791999898094,0.5229265000000396,0.004044999999905485,21.383718842999997,22.627750760999902
0.5269966259999137,0.010131500000056803,0.16773937499999647,0.009500291999984256,0.004679374999909669,0.46667437500002507,0.0045103749999952925,21.686394009999958,22.87662592799984
