Preprocessing Stage 1: StringIndexer,Preprocessing Stage 2: OneHotEncoder,Preprocessing Stage 3: StringIndexer,Preprocessing Stage 4: OneHotEncoder,Preprocessing Stage 5: VectorAssembler,Preprocessing Stage 6: StandardScaler,Preprocessing Stage 7: VectorAssembler,CrossValidator,Total Time
0.8826114999999959,0.05127375000000711,0.23819620800000507,0.02627862500000333,0.020692166999992878,0.6866914169999916,0.01588716700001669,24.424727012000005,26.346357846000018
