Preprocessing Stage 1: StringIndexer,Preprocessing Stage 2: OneHotEncoder,Preprocessing Stage 3: StringIndexer,Preprocessing Stage 4: OneHotEncoder,Preprocessing Stage 5: VectorAssembler,Preprocessing Stage 6: StandardScaler,Preprocessing Stage 7: VectorAssembler,CrossValidator,Total Time
0.884581333999904,0.044558874999893305,0.23277645899997879,0.023240457999918362,0.02041395800006285,0.688067374999946,0.012013625000008687,24.7167424270001,26.62239451099981
